epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9848933219909668,0.741658627986908,0.06745929270982742,0.001,0.02527075819671154,0.0059523810632526875,0.9874764680862427,0.7925264239311218,0.11663134396076202,0.0,0.0
1,0.9872449040412903,0.7880017757415771,0.06271183490753174,0.001,0.04651162773370743,0.001700680237263441,0.9874764680862427,0.8045105338096619,0.1288675218820572,0.0,0.0
2,0.9875178337097168,0.7990062832832336,0.06169823557138443,0.001,0.0,0.0,0.9874764680862427,0.8096961379051208,0.11812783032655716,0.0,0.0
3,0.9875073432922363,0.8106623888015747,0.06072234734892845,0.001,0.1111111119389534,0.001700680237263441,0.9874764680862427,0.8141570091247559,0.11898687481880188,0.0,0.0
4,0.9876227974891663,0.835040807723999,0.057898830622434616,0.0005,0.20000000298023224,0.0008503401186317205,0.9874764680862427,0.8228820562362671,0.11104675382375717,0.0,0.0
5,0.9874758720397949,0.8414582014083862,0.05696934089064598,0.0005,0.1599999964237213,0.003401360474526882,0.9874293804168701,0.8303308486938477,0.10389117896556854,0.3333333432674408,0.003759398590773344
6,0.9863525629043579,0.8535828590393066,0.05551604926586151,0.0005,0.130952388048172,0.018707482144236565,0.982250452041626,0.8261206150054932,0.1208372637629509,0.10071942210197449,0.05263157933950424
7,0.9859011769294739,0.8546299934387207,0.055366914719343185,0.0005,0.16996046900749207,0.036564625799655914,0.9862052798271179,0.8262911438941956,0.096317820250988,0.17073170840740204,0.02631578966975212
8,0.9825942516326904,0.8664231896400452,0.053787123411893845,0.0005,0.11129032075405121,0.058673471212387085,0.9833804368972778,0.8223692178726196,0.1266375333070755,0.10091742873191833,0.04135338217020035
9,0.9845154285430908,0.8734153509140015,0.052797552198171616,0.0005,0.15789473056793213,0.058673471212387085,0.9751883149147034,0.8272256255149841,0.11148511618375778,0.10810811072587967,0.13533835113048553
10,0.9812400341033936,0.8790146112442017,0.051873624324798584,0.0005,0.14269006252288818,0.10374149680137634,0.9797080755233765,0.8255507946014404,0.10538102686405182,0.12328767031431198,0.10150375962257385
11,0.980893611907959,0.8867983222007751,0.050575871020555496,0.00025,0.16033755242824554,0.12925170361995697,0.9774953126907349,0.8229337930679321,0.10834856331348419,0.11029411852359772,0.11278195679187775
12,0.979486882686615,0.8937520980834961,0.04956095293164253,0.00025,0.14048059284687042,0.12925170361995697,0.9798022508621216,0.8256985545158386,0.10729037970304489,0.1409691572189331,0.12030075490474701
13,0.980221688747406,0.895060122013092,0.049304913729429245,0.00025,0.14950494468212128,0.12840135395526886,0.9786723256111145,0.8214174509048462,0.1025087833404541,0.1304347813129425,0.12406015396118164
