epoch,accuracy,dice_metric,iou_metric,loss,lr,precision,recall,val_accuracy,val_dice_metric,val_iou_metric,val_loss,val_precision,val_recall
0,0.9966201186180115,0.9956592917442322,0.9914257526397705,0.010080676525831223,0.001,0.9961974620819092,0.9958411455154419,0.9992565512657166,0.9990876913070679,0.9981788992881775,0.0026701646856963634,0.9983899593353271,0.9999698400497437
1,0.9997643232345581,0.9996709227561951,0.9991376399993896,0.0019296543905511498,0.001,0.9994063973426819,0.9996442198753357,0.9998226165771484,0.9997711181640625,0.9994745850563049,0.0013214012142270803,0.9999158978462219,0.9995876550674438
2,0.999843418598175,0.9997828602790833,0.9994058609008789,0.0013262780848890543,0.001,0.9996289014816284,0.99969083070755,0.9998570680618286,0.9998120069503784,0.9995430111885071,0.001090220408514142,0.999951958656311,0.999609112739563
3,0.9998680949211121,0.9998161196708679,0.9994867444038391,0.00107689225114882,0.001,0.9996878504753113,0.9997257590293884,0.9999167323112488,0.9998896718025208,0.9997497797012329,0.000901504885405302,0.9999946355819702,0.9997634887695312
4,0.9998818039894104,0.9998311400413513,0.9995399117469788,0.0009471836383454502,0.001,0.9997438788414001,0.9997357130050659,0.999890923500061,0.9998635649681091,0.9996934533119202,0.000799568195361644,0.9999996423721313,0.9997074604034424
